District,Season,Year,Crop,AvgAirTemp,MinAirTemp,MaxAirTemp,AvgTempSkew,AvgTempKurt,AvgRelHum,AvgRelHumSkew,AvgRelHumKurt,AvgDewPt,AvgDewPtSkew,AvgDewPtKurt,AvgPrec,AvgPrecSkew,AvgPrecKurt,AvgWind,Yield,MLR_Prediction,DT_Prediction
6,2,2001,34,24.41888889,15.4,33.5,1.123204182,1.192332412,77.65777778,-0.978912232,0.239416698,20.21111111,-1.4681530280000001,3.732966261,6.424444444,12.28696598,3.183543784,3.163333333,0.55,0.5500000000000097,0.5499607535714285
8,4,2004,13,28.59806452,7.8,43.2,-0.5008830439999999,-0.390295939,57.44258065,-0.079472217,-1.018675599,18.46580645,-0.7736824640000001,-0.26148676,2.0645161290000003,5.00267586,-0.26148676,1.922580645,35.49,35.48999999999998,35.49
1,1,2010,17,29.3,15.0,45.7,1.893076445,4.226786553999999,72.30522876,-0.7258764409999999,-0.23603263600000002,23.63921569,-1.383345389,1.454203648,4.0314702258318516,6.566479421388269,1.454203648,4.058169935,0.607142857,0.607142856999997,0.607142857
13,2,2002,4,28.21463415,18.4,45.2,1.681195056,2.038018409,73.59268293,-1.6887985319999999,1.5566708569999999,21.85365854,-2.275271644,4.474933163999999,4.0314702258318516,6.566479421388269,4.474933163999999,3.052845528,1.59,1.5899999999999987,1.6
2,4,2003,43,27.6010989,23.8,30.8,-0.736038141,0.219268095,72.22307692,-0.767598475,0.12063878,22.18489011,-0.80926264,-0.100539339,1.8475274730000002,5.676331306,37.1081145,5.9016483520000005,2.33,2.329999999999999,2.33
1,1,2008,17,28.40457516,15.4,44.8,1.491251984,3.064680775,71.81045752,-0.941148377,0.57745287,22.66732026,-1.7874599409999998,2.778959594,4.739869281,4.068951267,2.778959594,4.405882353,0.23809523800000001,0.23809523799999835,0.23809523800000001
9,1,2003,6,17.15666667,8.2,28.1,0.114849589,-0.485200384,49.59333333,-0.467008434,0.552040157,6.14,-0.826241123,0.544388195,0.003333333,30.0,5.477225575,3.43945878635597,2.0,2.0000000000000098,1.99
9,4,2008,8,25.52032967,6.0,46.8,-0.03472428,-0.335524606,50.90521978,-1.4401099419999999,0.10003725,12.42747253,-0.41262987799999995,-0.934250446,2.055494505,35.63880575,5.328682389,3.687087912,1.0,0.9999999999999929,1.0
12,1,2009,37,30.19802632,14.6,48.2,0.496003918,-0.609355133,56.11710526,-0.288101438,-1.265948649,18.89605263,-1.218068925,0.7466786670000001,3.271578947,2.538662562,6.033822262,3.142763158,0.54945055,0.5494505500000026,0.5499607535714285
9,4,2012,37,27.24355556,6.6,48.8,-0.244117117,-1.101679697,37.29466667,-0.34817125299999996,0.993576427,8.901333333,0.23173274800000002,-1.1358879259999999,4.0314702258318516,6.566479421388269,6.815976049672381,4.563555556,0.0,-8.890002183060878e-15,0.0
3,1,2006,22,29.44634146,19.1,42.0,0.7268683290000001,-0.21308563,57.05447154,-0.14631345199999998,-0.976511951,19.12357724,-0.9602765990000001,0.28251490100000004,4.0314702258318516,6.566479421388269,0.28251490100000004,3.748780488,0.29,0.29000000000000464,0.29
2,2,2010,2,25.49354276,10.2,47.1,0.596526801,-0.155079611,58.20471204,-0.350648505,-1.084945216,15.26893543,-0.418791698,-0.892437613,4.0314702258318516,6.566479421388269,6.815976049672381,3.6165794069999997,0.88,0.8799999999999909,0.8800000000000001
1,1,2002,30,29.33006536,16.5,40.0,0.513335156,-0.45786296600000004,59.80457516,-0.4536728820000001,-0.931078253,19.50915033,-1.1574426340000001,0.23947410100000002,3.120915033,4.85565811,0.23947410100000002,3.2941176469999998,1.703703704,1.7037037040000105,1.703703704
2,1,2011,2,25.05462963,20.0,35.8,0.775062976,0.797140706,79.83796296,-0.745265994,0.263576785,21.34259259,-0.59125589,-0.003634441,4.0314702258318516,6.566479421388269,6.815976049672381,5.4925925929999995,1.32,1.3199999999999932,1.32
7,2,2009,10,23.37438017,12.4,36.8,-0.16264044,0.168187668,63.28347107,0.20371662199999999,-0.33570878200000004,15.78760331,-0.229797385,-0.038660452000000005,4.0314702258318516,6.566479421388269,-0.038660452000000005,2.862809917,0.44,0.4399999999999966,0.44000000000000006
2,1,2000,29,25.79074074,16.6,36.0,0.866731557,0.63886799,71.14351852,-0.529126636,-0.49270715600000003,19.903703699999998,-0.919075027,1.170749518,6.8611111110000005,3.348072237,13.59683066,3.75,0.42,0.4200000000000088,0.42
3,1,2005,25,29.34471545,18.5,45.4,1.2186756779999999,2.5648693540000003,59.35365854,-0.190064073,-0.5661822360000001,19.95121951,-1.034155589,0.938689407,4.0314702258318516,6.566479421388269,0.938689407,4.130894308999999,0.5,0.5000000000000058,0.5
8,1,2005,6,30.13806452,11.3,45.0,-0.157121809,-0.750193584,48.23354839,0.319082001,-1.062393986,16.68193548,-0.671936138,-0.412657216,2.568387097,3.796404514,-0.412657216,2.23483871,1.75,1.75,1.75
7,1,2002,7,25.06666667,36.0,17.4,1.185747148,1.293744631,78.52682927,-1.233998662,0.869391438,20.95528455,-0.57642517,1.4787159019999998,4.372357724,3.4121364360000004,1.4787159019999998,3.865853659,0.95,0.9500000000000066,0.950095057
2,4,2008,8,27.30824176,23.4,30.0,-0.451602313,0.483552961,74.99010989,-0.7497712409999999,-0.00231037,22.52087912,-0.9357314990000001,0.9509635209999999,2.031043956,6.6423748510000005,57.13091345,5.516483516,4.83,4.829999999999979,4.83
9,1,2005,30,17.91666667,8.8,28.9,0.907012426,0.321618858,43.06,-1.153195848,-0.153613696,5.066666667,0.098729236,0.039000703,0.286666667,25.96865342,4.993452952,2.0333333330000003,1.11,1.110000000000013,1.11
10,2,2007,39,29.46097561,16.6,44.4,0.727876871,-0.35263064899999996,62.16178862,-0.34239442200000003,-1.131818954,20.35528455,-1.0854519440000001,0.779194009,4.0314702258318516,6.566479421388269,0.779194009,3.25203252,1.0,1.0000000000000049,1.0
7,1,2010,33,25.88943089,40.3,21.2,1.731317653,3.143393473,78.29918699,-1.256212245,1.45605868,21.77317073,-0.439197357,-0.19020473699999998,4.0314702258318516,6.566479421388269,-0.19020473699999998,5.622764227999999,2.78,2.7800000000000056,2.77
6,4,1999,21,26.39888889,20.7,42.6,0.136845221,-1.360877611,67.36555556,-0.306218516,-1.2371049859999999,19.48111111,-1.250844427,0.83773704,4.0314702258318516,6.566479421388269,6.815976049672381,5.298888889,3.95,3.950000000000004,3.95
7,4,2001,13,27.23917808,12.9,43.1,0.6759398040000001,-0.281089939,50.40219178,0.33662452600000003,-1.121236208,14.59123288,-0.309630481,-1.0291978929999999,2.105205479,5.506229126,-1.0291978929999999,3.213972603,73.15,73.14999999999999,73.15
3,4,2005,5,27.82849315,10.8,42.0,-0.07130329,-0.306885764,41.16136986,0.9244959490000001,-0.024316502,12.12136986,0.135054554,-1.1055824029999999,4.0314702258318516,6.566479421388269,-1.1055824029999999,3.10109589,0.38,0.37999999999999373,0.37999999999999995
2,4,2009,36,27.68434066,25.9,30.0,0.447196625,-0.600659136,75.51346154,-0.577071192,-0.083896502,23.01318681,-0.368774173,-0.11986979199999999,2.4656,3.730785908,13.94776092,5.645879121,6.63,6.629999999999995,6.63
3,1,1997,23,27.05772358,13.4,40.7,1.862777313,3.556592442,77.23333333,-1.7418726119999999,2.326070509,22.32276423,-2.16232092,5.416920067,4.0314702258318516,6.566479421388269,5.416920067,3.1121951219999997,1.28,1.2800000000000107,1.28
13,1,2010,37,27.07398374,16.4,41.5,1.9795902719999998,4.73013469,78.10487805,-1.8302904869999999,2.6064788930000002,22.6,-1.6815798709999998,2.169741651,4.0314702258318516,6.566479421388269,2.169741651,2.7626016260000004,0.22,0.22000000000000175,0.22
3,2,2000,35,25.83846154,13.1,37.5,0.359344111,-0.908213802,26.92087912,0.758891665,0.314463082,5.06043956,0.524078126,-0.06813514400000001,4.0314702258318516,6.566479421388269,-0.06813514400000001,2.027472527,1.0,1.0000000000000124,1.0
1,1,2005,7,29.03660131,21.4,40.2,0.38775255,-0.232325057,64.1254902,-0.419367681,-1.170781157,20.65947712,-1.337119937,1.20230288,7.939869281,3.999840663,1.20230288,3.2686274510000004,1.265625,1.265624999999999,1.26
2,4,2007,43,27.44175824,24.2,31.0,-0.349363229,-0.109443456,73.46236264,-0.605349597,0.087447519,22.26373626,-0.765774666,-0.019140601,3.832142857,3.34241335,12.07640157,5.116208791,3.0,2.999999999999999,2.99
6,1,2007,41,27.08,20.4,39.5,0.972296559,-0.4087401020000001,64.37888889,-0.73828831,-0.786998662,19.02555556,-1.107128925,0.071889758,4.904444444,4.357664227,2.231789724,4.871111111,1.39,1.3900000000000081,1.39
4,4,2002,20,14.24191781,-6.9,34.8,-0.10442918,-1.2247342190000001,52.84547945,0.15363195400000002,-1.3381414409999999,3.486849315,0.45646623399999997,-1.081622692,4.0314702258318516,6.566479421388269,-1.081622692,2.4476712330000003,0.67,0.6700000000000037,0.67
9,2,2007,45,26.78333333,14.4,36.4,-0.24757131699999999,-0.250284336,35.87,2.172259705,1.792988465,9.325,1.1280485690000002,0.7402307309999999,0.168333333,54.06762721,7.246482385,1.618333333,0.94,0.9400000000000135,0.9399134198571427
10,1,2008,30,28.13902439,17.1,43.8,1.5635019319999999,1.730665243,67.09837398,-0.8590241829999999,-0.625347553,20.3804878,-1.336807502,0.405499702,4.0314702258318516,6.566479421388269,0.405499702,2.8569105689999996,1.21,1.210000000000004,1.21
1,2,2007,50,26.51788079,13.8,37.3,0.18136083,-0.7005013959999999,34.89470199,1.314913398,2.4721823730000003,9.386092715,0.191288038,0.0163965,0.192715232,7.609848102999999,0.0163965,2.181456954,1.4166666669999999,1.4166666670000105,1.4166666669999999
5,4,2009,30,23.82307692,14.0,35.4,-0.10148521699999999,-0.11561323800000001,79.01483516,-0.994376783,1.53500454,19.92664835,-1.087979078,0.901937496,3.658536585,3.938960092,19.15874789,3.0362637360000004,5.55,5.54999999999999,5.45
4,1,2002,10,20.62357724,10.5,34.0,0.29251579899999997,0.117428097,69.46585366,-1.3615231330000002,0.424655006,13.78699187,-1.273879308,0.700059491,4.0314702258318516,6.566479421388269,0.700059491,2.07804878,0.8,0.8000000000000066,0.8
8,1,2004,2,28.59806452,7.8,43.2,-0.5008830439999999,-0.390295939,57.44258065,-0.079472217,-1.018675599,18.46580645,-0.7736824640000001,-0.26148676,2.0645161290000003,5.00267586,-0.26148676,1.922580645,1.49,1.4900000000000002,1.4799999999999998
10,1,2007,9,29.46097561,16.6,44.4,0.727876871,-0.35263064899999996,62.16178862,-0.34239442200000003,-1.131818954,20.35528455,-1.0854519440000001,0.779194009,4.0314702258318516,6.566479421388269,0.779194009,3.25203252,1.61,1.6099999999999992,1.61
4,1,1999,1,21.2902439,9.3,32.5,0.8363936470000001,-0.09001763,56.47886179,-0.062382596,-1.140125002,11.13089431,-0.7105590970000001,0.340682169,4.0314702258318516,6.566479421388269,0.340682169,2.308130081,1.25,1.2500000000000084,1.25
5,4,2003,20,25.07472527,15.5,36.4,0.49755044,0.4302976670000001,70.37554945,-0.6385139879999999,-0.636348667,19.0793956,-0.892071046,-0.118512903,3.9560439560000003,3.8832191660000004,18.65577958,3.4722527469999998,0.51,0.5099999999999967,0.51
13,1,2006,37,29.38861789,18.8,43.6,0.714773511,-0.47001029,58.93658537,-0.17697337800000001,-1.5283633509999999,19.17479675,-0.838352465,-0.37948154,4.0314702258318516,6.566479421388269,-0.37948154,2.9926829269999997,0.2,0.20000000000000903,0.2
11,1,2010,28,24.99565217,20.6,32.6,-0.168780277,0.196140858,82.91086957,-0.557100977,-0.257343523,21.89891304,-0.105425177,-0.6879324059999999,4.0314702258318516,6.566479421388269,6.815976049672381,5.4684782610000005,0.13,0.13000000000000148,0.12999999999999998
6,2,2003,50,23.76555556,15.5,31.2,0.7587916509999999,0.6400873,83.37666667,-0.8759519029999999,1.218637059,20.78555556,-0.653937829,1.479559042,3.248888889,25.58756742,4.4497705210000005,3.37,0.14,0.1400000000000153,0.14000000000000004
3,1,2000,7,27.9097561,21.2,41.0,0.808955784,0.016010208999999997,65.8203252,-0.49904586799999995,-0.926846147,20.23821138,-0.9099754879999999,0.445397029,4.0314702258318516,6.566479421388269,0.445397029,4.0560975610000005,0.2,0.20000000000000795,0.2
4,4,2007,8,13.21205479,-8.5,34.5,-0.19114384399999998,-1.005102673,55.04054795,0.076089278,-1.16499029,3.346027397,0.037027238999999997,-1.079730764,4.0314702258318516,6.566479421388269,-1.079730764,2.7002739730000003,1.0,0.9999999999999951,1.0
12,4,2001,20,23.02692308,0.8,45.1,-0.509426267,-0.79829359,53.60851648,0.282533466,-1.3980039780000002,11.975,0.01822615,-1.3951574580000001,1.611263736,5.555887433,36.61877759,2.0027472530000003,0.0,-4.377009730454633e-15,0.0
2,4,2002,36,27.51456044,23.6,30.6,-0.66469082,0.535821996,73.68406593,-0.8773184140000001,0.43176217299999997,22.40686813,-1.26218864,1.5767542890000001,2.460989011,4.495101426000001,21.74861894,5.66978022,6.31,6.31,6.31
6,2,1999,4,24.25888889,18.4,32.5,0.731190972,0.379284694,74.94333333,-1.830465021,3.558474848,19.42111111,-2.798422198,8.699833819,4.173333333,9.874836536,3.0603658260000004,3.797777778,0.55,0.5500000000000032,0.5499607535714285
11,1,2004,29,24.07608696,17.7,31.3,0.127828331,0.331505155,82.95869565,-1.5156388159999998,1.7433313209999999,20.96956522,-0.911276084,0.164856008,6.554347826,2.396077114,5.648469099,3.7586956519999997,0.37,0.37000000000000577,0.37000000000000005
10,2,2001,35,31.73495935,21.4,43.2,-0.06742538,-0.70349738,47.71138211,0.520504938,-0.935283885,18.02764228,-0.354585721,-0.759087745,4.0314702258318516,6.566479421388269,-0.759087745,3.519512195,1.0,1.0000000000000107,1.0
5,4,2009,15,23.82307692,14.0,35.4,-0.10148521699999999,-0.11561323800000001,79.01483516,-0.994376783,1.53500454,19.92664835,-1.087979078,0.901937496,3.658536585,3.938960092,19.15874789,3.0362637360000004,1.49,1.4899999999999876,1.49
2,2,2008,21,26.4417103,10.2,47.5,0.595675349,-0.283261794,46.86596859,0.28742515399999996,-1.180703756,12.45113438,-0.290005521,-0.874772311,1.8581151830000002,5.318550538,32.8969858,3.646247818,6.68,6.679999999999991,6.68
11,2,2001,7,26.56265271,9.8,42.8,0.451374073,-0.063311933,46.01116928,0.719164895,-0.8310642420000001,12.55863874,0.172686635,-1.194958964,1.6598603840000001,5.626261966,37.26182762,2.837521815,0.89,0.8899999999999968,0.89
7,3,1998,7,30.96803279,17.2,42.5,-0.39311112200000004,-0.913368152,37.21393443,0.9145873990000001,0.356690971,13.62540984,-0.287097087,0.089042762,0.3795081970000001,5.385820541,0.089042762,3.0581967210000003,2.65,2.6500000000000044,2.65
4,2,2004,46,13.38273973,-5.9,35.1,-0.043087455,-1.2924444929999999,60.80246575,-0.331105812,-1.0388765420000001,5.099726027,0.13803842300000002,-1.220693566,4.0314702258318516,6.566479421388269,-1.220693566,2.63369863,0.88,0.8800000000000134,0.8800000000000001
6,2,2008,14,23.14444444,18.8,29.7,0.09169893,-0.88089954,85.91222222,-0.7479093259999999,0.41900917600000004,20.66,-0.44166514100000004,0.963940482,6.768888888999999,2.97167644,1.957103324,4.237777778,0.73,0.7299999999999968,0.73
9,2,2010,45,15.85666667,5.7,28.3,0.066092445,-0.984898168,51.76333333,-0.118780125,0.537855629,5.713333333,0.7079830890000001,1.061800531,4.0314702258318516,6.566479421388269,6.815976049672381,2.476666667,0.92,0.9200000000000045,0.92
11,1,2007,2,25.95108696,16.5,33.6,0.36928607799999996,-0.88557542,74.53043478,-0.233733613,-1.152088163,21.00434783,-0.348195621,-0.9107547229999999,10.3826087,1.9529550469999999,3.204783112,4.064130435,0.75,0.7499999999999947,0.75
1,4,2010,21,27.653972600000003,8.2,49.2,-0.202796207,-0.31640880600000004,50.5939726,-0.048968832000000004,-1.296886958,14.69616438,-0.624938314,-0.722303303,2.063835616,6.494663257000001,-0.722303303,4.0358904110000005,20.5,20.499999999999986,20.5
4,1,2007,12,20.47560976,9.2,34.5,0.471346095,-0.134483739,63.02520325,-0.656507185,-0.674075,12.21382114,-1.045690461,0.809143085,4.0314702258318516,6.566479421388269,0.809143085,2.276422764,9.28,9.279999999999998,9.28
5,1,2004,37,25.05197368,18.4,32.7,0.07890288,-0.543520922,72.20592105,-0.029512646,-0.7844321059999999,19.63486842,-0.752274097,2.071633382,6.8085526320000005,2.807841713,9.112072053,4.668421053,0.35,0.3500000000000081,0.35
7,1,2010,24,25.88943089,40.3,21.2,1.731317653,3.143393473,78.29918699,-1.256212245,1.45605868,21.77317073,-0.439197357,-0.19020473699999998,4.0314702258318516,6.566479421388269,-0.19020473699999998,5.622764227999999,1.59,1.5900000000000039,1.59
9,2,2012,53,26.125,23.1,31.2,0.221094304,-0.777837908,85.5,-1.628626441,0.085378026,23.525,0.331228162,-0.803838052,4.0314702258318516,6.566479421388269,6.815976049672381,5.825,0.43,0.4300000000000025,0.43
3,2,2007,14,23.57096774,13.9,33.3,0.18568459899999998,-1.0375642109999998,29.92258065,0.6515220660000001,0.02094557,4.641935483999999,0.011938707,-0.265942189,4.0314702258318516,6.566479421388269,-0.265942189,2.483870968,1.11,1.1100000000000005,1.11
10,2,2005,3,30.05284553,20.3,42.6,0.547629567,-0.24322410100000005,58.63577236,0.03634015,-1.298167637,20.13333333,-0.751303288,-0.09945298300000001,4.0314702258318516,6.566479421388269,-0.09945298300000001,3.173170732,0.96,0.9599999999999981,0.96
1,2,2000,7,24.73046358,13.0,37.4,0.137448597,-0.5342846529999999,34.23245033,2.004793452,2.9459745219999998,6.7543046360000005,1.325533498,1.1922724009999999,0.68807947,6.676768994,1.1922724009999999,2.07615894,0.333333333,0.3333333330000065,0.333333333
6,1,2004,41,26.02888889,18.1,38.7,0.780957948,-0.418654705,73.87222222,-0.828737095,-0.734009005,20.71,-1.156794156,0.148720062,3.9844444439999998,17.40849235,3.748244188,4.326666667,1.1,1.1000000000000134,1.08
7,2,2005,2,23.74049587,11.6,34.8,-0.015088458999999999,1.298610358,51.05950413,0.823141207,-0.418275554,12.39917355,0.196478145,-1.064847557,1.744628099,6.510636763,-1.064847557,2.469421488,1.02,1.0200000000000002,1.02
3,2,2009,35,21.31935484,12.6,31.9,0.031661895,-0.385659698,30.55806452,1.9699781000000005,3.941549474,2.8903225810000004,0.80893439,1.128136357,4.0314702258318516,6.566479421388269,1.128136357,2.541935484,0.91,0.9100000000000036,0.91
8,2,2010,14,30.59032258,9.3,48.5,0.530918855,-0.306816037,60.71806452,-0.6374685170000001,-0.80053782,20.75225806,-0.9641781509999999,0.132287767,4.0314702258318516,6.566479421388269,0.132287767,2.759354839,0.89,0.8899999999999929,0.89
7,3,2007,20,29.75491803,19.5,43.0,0.299550212,-0.932084591,40.41721311,0.9011101,0.149840364,13.81803279,0.246962395,-0.927238965,0.455737705,4.931201785,-0.927238965,2.9516393439999997,3.4,3.399999999999999,3.38
2,1,2007,20,26.021296300000003,16.5,34.2,0.487994404,-0.777858863,72.92777778,-0.731797687,0.08790717199999999,20.62407407,-1.7015996290000002,3.767065332,9.4,2.067511201,3.774307982,3.8759259260000003,0.9,0.8999999999999985,0.9
6,4,2011,15,24.44697802,14.6,42.0,0.646294456,-0.346364209,71.68956044,-0.860087725,-0.35774247200000003,18.43928571,-1.109556625,0.473165444,3.3412,13.94982216,3.633095902,3.6508241760000004,1.0,0.9999999999999911,1.0
7,4,2004,8,25.86356164,14.7,41.2,0.954210826,0.35636492,59.02438356,-0.148591988,-1.298788408,16.28493151,-0.647814405,-0.808818299,2.14109589,3.7367090110000003,-0.808818299,3.1098630139999996,2.02,2.019999999999997,2.02
10,2,2008,4,28.13902439,17.1,43.8,1.5635019319999999,1.730665243,67.09837398,-0.8590241829999999,-0.625347553,20.3804878,-1.336807502,0.405499702,4.0314702258318516,6.566479421388269,0.405499702,2.8569105689999996,3.11,3.109999999999994,3.11
3,1,1999,29,28.43902439,22.0,38.0,0.08966364199999999,-0.84031594,62.06341463,0.029205764,-0.835141247,19.97723577,-1.399619489,4.012260003,4.0314702258318516,6.566479421388269,4.012260003,4.33495935,0.1,0.10000000000001359,0.09999999999999999
7,4,2002,8,26.49863014,11.8,40.3,0.7606984379999999,-0.023304939,57.48356164,-0.023793124,-1.323261188,16.22136986,-0.534551643,-0.9577084640000001,1.87890411,5.4299169360000015,-0.9577084640000001,3.081643836,2.61,2.609999999999999,2.61
1,4,2012,5,28.93287671,11.9,49.5,0.264729738,-0.40997155399999996,46.22547945,0.254227741,-1.267862241,14.40493151,-0.101485004,-1.29372037,4.0314702258318516,6.566479421388269,-1.29372037,3.9167123289999997,0.603773585,0.6037735849999856,0.601684717
3,4,2003,19,26.98794521,12.6,43.8,0.416612876,-0.075495086,44.39753425,0.58835619,-1.211034977,11.3460274,0.146486226,-1.331139035,4.0314702258318516,6.566479421388269,-1.331139035,2.9501369860000004,0.0,5.923368044483766e-16,0.0
3,4,2006,27,27.82849315,10.8,42.0,-0.07130329,-0.306885764,41.16136986,0.9244959490000001,-0.024316502,12.12136986,0.135054554,-1.1055824029999999,4.0314702258318516,6.566479421388269,-1.1055824029999999,3.10109589,1.0,0.9999999999999982,1.0
2,2,2001,24,26.56265271,9.8,42.8,0.451374073,-0.063311933,46.01116928,0.719164895,-0.8310642420000001,12.55863874,0.172686635,-1.194958964,1.6598603840000001,5.626261966,37.26182762,2.837521815,1.92,1.920000000000001,1.92
4,4,2008,20,12.91506849,-6.6,35.2,-0.006779146999999999,-1.040418972,59.06712329,-0.052319761,-1.155222857,4.210958904,0.534756055,-0.9436707209999999,4.0314702258318516,6.566479421388269,-0.9436707209999999,2.614794521,1.38,1.379999999999997,1.38
13,2,2003,34,28.13170732,19.3,41.0,1.063314712,0.47607475,69.61869919,-0.852684524,-0.66688648,21.36666667,-1.6746453999999995,3.143399173,4.0314702258318516,6.566479421388269,3.143399173,2.9569105689999997,0.54,0.5400000000000076,0.54
8,4,1998,32,29.60129032,4.7,44.5,0.252948726,0.315321597,55.72774194,-0.022672621,-1.3610997790000001,18.62193548,-0.86127106,-0.070157337,4.221290323,3.231576879,-0.070157337,1.92,0.0,6.150113840820184e-15,0.0
12,4,2001,32,23.02692308,0.8,45.1,-0.509426267,-0.79829359,53.60851648,0.282533466,-1.3980039780000002,11.975,0.01822615,-1.3951574580000001,1.611263736,5.555887433,36.61877759,2.0027472530000003,0.0,-1.1721215494856449e-15,0.0
7,1,1999,2,24.81463415,34.6,17.7,0.684924271,0.23980327199999998,76.42357724,-0.692298454,-0.44739279600000004,20.31869919,-0.45783486100000004,-0.062850001,4.706504065,3.0730503039999997,-0.062850001,4.384552846,0.47,0.47000000000000997,0.46999999999999986
7,3,2009,30,31.62377049,16.6,47.8,0.067143744,-1.022658208,32.87868852,1.114152275,1.3796971969999998,12.22786885,0.027901727999999997,-0.36077047,0.345901639,8.489092149,-0.36077047,3.760655738,2.31,2.3099999999999987,2.31
10,1,1999,6,29.97560976,21.1,42.0,0.428656346,-0.708569062,56.020325199999995,0.20977098,-1.4610565569999998,19.07479675,-0.319402101,-0.908993375,4.0314702258318516,6.566479421388269,-0.908993375,3.513821138,0.66,0.6600000000000087,0.660092449909091
4,1,2000,25,20.73089431,9.9,34.9,0.5164784689999999,0.929636903,56.64634146,-0.194271401,-1.207884288,10.69186992,-0.403432722,-1.040691662,4.0314702258318516,6.566479421388269,-1.040691662,2.278861789,0.63,0.6300000000000143,0.63
9,2,2004,14,23.80333333,12.4,33.8,-0.243657685,0.130144753,51.08833333,-1.505448816,0.333837496,11.965,0.206878349,-1.518335613,1.245,21.60036394,4.590168322,1.395,0.94,0.9400000000000036,0.9399134198571427
6,1,2003,2,25.33444444,18.7,34.6,1.09722692,0.6890399209999999,79.23,-1.06075312,0.602539036,21.44888889,-0.7076593859999999,0.636466642,5.19,10.07525461,2.9543696639999997,4.173333333,0.13,0.13000000000000242,0.12999999999999998
10,2,2006,35,29.38861789,18.8,43.6,0.714773511,-0.47001029,58.93658537,-0.17697337800000001,-1.5283633509999999,19.17479675,-0.838352465,-0.37948154,4.0314702258318516,6.566479421388269,-0.37948154,2.9926829269999997,1.0,1.0000000000000058,1.0
2,4,1999,8,27.36263736,23.8,30.4,-0.234182749,0.24857516899999998,72.23598901,-0.69134,0.180181482,21.94175824,-0.83545828,-0.166369034,2.5373626369999998,4.556895197,23.77450174,5.753846154,4.16,4.159999999999996,4.16
5,4,2005,40,25.13516484,13.7,37.8,0.046665925999999996,-0.051014145,68.64340659,-0.381960935,-0.745133684,18.65961538,-1.076633264,1.027353744,5.233241758,2.616964011,7.108765002999999,3.491758242,38.21,38.20999999999999,35.1
4,4,2004,27,13.38273973,-5.9,35.1,-0.043087455,-1.2924444929999999,60.80246575,-0.331105812,-1.0388765420000001,5.099726027,0.13803842300000002,-1.220693566,4.0314702258318516,6.566479421388269,-1.220693566,2.63369863,7.54,7.540000000000001,7.54
7,4,1997,16,27.5293956,12.1,42.3,0.220735165,-0.548269731,49.77582418,0.149929526,-1.1432161029999999,14.81291209,-0.620531549,-0.589478204,1.99478022,3.4867061089999996,-0.589478204,3.279395604,0.14,0.1400000000000066,0.14000000000000004
3,2,2011,11,23.36129032,14.8,33.0,-0.753281577,-0.004674147,35.65806452,1.334815074,1.386782426,6.464516129,-0.289560408,0.240407252,4.0314702258318516,6.566479421388269,0.240407252,1.929032258,0.7,0.6999999999999951,0.70003367
2,4,2006,18,27.53956044,23.7,31.2,-0.244415225,0.083031256,71.87747253,-0.634148136,-0.177026333,22.01071429,-0.7912916879999999,-0.069284439,2.83021978,4.786319359,24.60194386,5.61510989,1.25,1.2499999999999918,1.25
3,2,2000,3,25.83846154,13.1,37.5,0.359344111,-0.908213802,26.92087912,0.758891665,0.314463082,5.06043956,0.524078126,-0.06813514400000001,4.0314702258318516,6.566479421388269,-0.06813514400000001,2.027472527,0.93,0.9300000000000038,0.9299999999999999
10,1,2003,31,28.13170732,19.3,41.0,1.063314712,0.47607475,69.61869919,-0.852684524,-0.66688648,21.36666667,-1.6746453999999995,3.143399173,4.0314702258318516,6.566479421388269,3.143399173,2.9569105689999997,0.55,0.5500000000000093,0.5499607535714285
4,1,2000,31,20.73089431,9.9,34.9,0.5164784689999999,0.929636903,56.64634146,-0.194271401,-1.207884288,10.69186992,-0.403432722,-1.040691662,4.0314702258318516,6.566479421388269,-1.040691662,2.278861789,0.52,0.5200000000000159,0.5199999999999999
11,2,2003,1,26.71099476,12.2,43.6,0.534708789,-0.436028615,49.95619546,0.661460944,-0.947306641,14.03769634,0.052482083,-0.6972030790000001,1.510645724,8.818788238,106.92113370000001,2.8219895289999997,0.32,0.31999999999997925,0.32
6,2,2004,50,24.14,19.1,31.7,0.779454056,1.4305609380000002,81.13111111,-2.385173092,6.485106008,20.65888889,-2.235011971,5.68726366,3.077777778,5.245318615,2.320304781,3.422222222,0.14,0.14000000000000964,0.14000000000000004
10,1,2004,37,28.21300813,20.1,42.7,1.152809974,0.662526025,73.24715447,-1.116222723,0.10331161400000001,22.35284553,-1.759880923,3.4397625389999997,4.0314702258318516,6.566479421388269,3.4397625389999997,3.0504065039999997,0.28,0.2800000000000094,0.2800000000000001
4,1,2000,30,20.73089431,9.9,34.9,0.5164784689999999,0.929636903,56.64634146,-0.194271401,-1.207884288,10.69186992,-0.403432722,-1.040691662,4.0314702258318516,6.566479421388269,-1.040691662,2.278861789,1.97,1.970000000000015,1.97
5,1,2000,37,25.42236842,17.4,35.6,0.5704388429999999,-0.131384399,70.93881579,-1.0011867509999999,1.305663756,19.63486842,-3.254989212,15.85942836,6.490131579,1.9470854180000001,3.4817911039999996,4.5197368419999995,0.48,0.48000000000000953,0.4800000000000001
